OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
72808bc8c3d84039668c8cf608a0eb0a	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
728b60fc7e765df65bd4ac1a9883eec4	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	
728eaa54b309af94141cf5ca18dab6ed	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Hamadaea	
72963421027b4200e7dfd4cbae9ddbc9	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
72975fc9ff7035ab43d999030151bebb	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
729af849c8019d625b664ac133bc5878	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Acetobacterium	
72a7c6df29366f5850f75e54480ab810	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	uncultured	
72aca092f71aa1331f840e35f4f84681	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
72b689572c16e988cef8520566132696	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	
72b74367c3921bca77ae7510c4420862	Unassigned						
72b924234f74e5d2f5b215e99895c3c7	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	
72b92f296a63e906022cc3c950686e9a	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
72bc7caeadfb8d3579d5c4962e374173	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfotomaculum	
72c2bb77b2a3d2832007b28a7b73bcb6	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
72ca91f8045d5e5abb51a784ca4fe3f1	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
72caa6f7b4bcae1e00b8456cf5fbab7b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	uncultured	uncultured bacterium	uncultured bacterium
72cbc9bdaefa49dabbf0acb6991f8056	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae	uncultured bacterium	uncultured bacterium
72cfe943a8c80ee24d3457716b69d5e3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
72de7bd43d9b4e5adea1ac21a072afa9	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured		
72f37480d3438a9a9adedfb1d8ffa502	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
72fbd6ee93d41960db897651b83d5870	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	
7306adc49dccec80b9b861de444d740a	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
730e551ec3741d09f09617187703ad90	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured bacterium
7315c2607b24daf7ca1c2c0c22731785	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
73161ca51efc76d297e200d5d0dcc69e	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
7319074c01af7cf02394d67768406136	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	
7319d1d64b266c971eab809149c3d0d5	Bacteria	Actinobacteria	MB-A2-108				
731e45a87e82f61a1f994b5117eb1e01	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
73213f74682aef52e03f5c685c675c3b	Bacteria	Armatimonadetes	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
732152470df08d7133ef93bba2ec2c7b	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
732393ee440d3416f922c2f4077dbf29	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
732814ae6479fe6daa049c41dd3101df	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	uncultured bacterium
7328fce3d70da52dd909c3847a70f941	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
7329db3fbf24390cb401eeac1a6c54cc	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
7332b54aaf040d34d918dcfeb4b86db3	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Cylindrospermum PCC-7417	
7333f3e2a38f23a5a7002bdd93fce30b	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
7338df8c8210da55ea59d1d1592189a1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
733a9eb836fce3b033aa72a35f6975bc	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
733c555377932b8f94fb2ce96d51f436	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	
73400af723123e792d1594a634d2cdff	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
73412fc5c246c98eea37ff930f7a3fb3	Bacteria	Acidobacteria	Subgroup 6				
734a9c850d12c5b1662c63b220adece2	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	
735dc0ce60af737bb8228e60ac0fffdc	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
736220a7cf175930d6b41d361e5c4aef	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	uncultured bacterium
73674c935dfa1301234bbe9658ffc147	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	
7369bffce073b8dbcf38dac0e4e81677	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	uncultured	
73710e8c68ec96938c8ecf556cefa1a0	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
7371650d22f9f7bbaf655f3ff67bec07	Bacteria	Patescibacteria	Berkelbacteria				
737eac25aa2d030712d33fcd8c0b1575	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	uncultured bacterium	uncultured bacterium	uncultured bacterium
737f0262202f0fd6637126f80b390a65	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
738005ff28ee720e3b1ec8aff90d1b08	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
7381420a6de6ef781df7714fb6d198e7	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
738453951baf0c3626109c2112054a78	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
738973ec173e41deb396eeb516a10f67	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	
73936b65cf40281344bd16db646acf07	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
73936dd5fbb3bd11fe2ccb8def1e11fe	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Catellatospora	
7394675a6aec7dd15fa62c6558595f5c	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
7394a7779c9d9a19e6a23a7c7ad7718b	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
73983b6c845af2b96fbaa852086f3bd2	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
73996e538c4da599b79ec0c5d25b6d04	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
739ab0384679cc9cf06a88851627134f	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Ambiguous_taxa
73b7a0ce93b00471b1f7408cc317e167	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
73c136afbf5f7b0a25dc702f713a268f	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	
73c391920d5e4ec1f4c2397861b7bc47	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Acidipila	
73c71433b92ab9f5b8d797b1a8f7756d	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
73d305c352e1fd8f6c470c83e2dae600	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
73d62026721a1e0d6229a16454c16713	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
73e90622b5fc95ea57a8aaa14a946dbd	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	
7408d0a0933834969b9883b0628d2b26	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
742165e1e46f6d4bb798af52904a39c4	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	uncultured bacterium	uncultured bacterium	uncultured bacterium
7422537733e55555afde91d9aa125ff9	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
742d4ce6e590f9e56ecdd7e9f3736767	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Litorilinea	uncultured bacterium
742f02cb04b84b465dfd985b2f58a85a	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
74381886717c7c18e392aa056b476fd1	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	
744078b29cceae6cc3f19f433ccfb298	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Rhodoferax	
744a3ab2732bdc2da8787cc1cf16671a	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
744ba2934615ab88f073886853aa64e9	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	
7452badb314cfbec98c0153a9915c9cc	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
745710df014a95c5cf43e23da28890a4	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
74573f678636abeb7406cbcb5eda2093	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84		
74634f5eb4aafab587acc9cb404777f2	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
74650bbff7400ad35b27018dd3fa1284	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
74676af6dd1474219a47dfee7d57964d	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
74688de1d515fa4ef5f4d72cbb738f56	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	uncultured	uncultured bacterium
747df2899852e116381b128b3e416f50	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured bacterium
74855dafeeabf192382b447ac63c8cb2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
74925ab0e801f8e3b42f256b5f26efa2	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
74957a533387e8d5cc8653b7025cf32e	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
74a30396294cca9b89bb52382af8dad5	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	
74a7724701e5beb011740b8bb095ef20	Bacteria	Chloroflexi	JG30-KF-CM66				
74a99717fd3d432afb3f1a42da62014b	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	
74b9a659d0b65567905822976a50d885	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
74bc69140ff6b67dc95d5b01bcd72564	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
74c26cd47df090cb6a0e10343ad60ab8	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiales Incertae Sedis	Motilibacter	
74c2a97e2e38e768b2f4bd2b065a59b3	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	uncultured	uncultured bacterium
74caf23ffda614107b50d8afbd52d82f	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured bacterium	uncultured bacterium
74cc5243c9e7a8a76f2916d20ac8a080	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
74d69f4bc8d80ce747980797e6674e63	Bacteria						
74d8adbae4ac58740373c669df1baf2b	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
74f4adb815450a1699b6b8aa5f1f12c1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	
74f4f90b7364edc21d73b3d54c278777	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
74f6ee59cbd11aa8083deb8f5f59f418	Bacteria	Actinobacteria	Thermoleophilia	uncultured	uncultured bacterium	uncultured bacterium	uncultured bacterium
750d78e02bfd2e0594f64df2acbcb53a	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
750dd915819ab375d5b40c8c748d7b1f	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
750f347dabb25ba4fcaae888a0d0562e	Bacteria	Chloroflexi	P2-11E	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
751de0c273b895024d048f43481d3fcb	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
752918cb3350d21bde5e078269f7c7ea	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
752994b84eb7c323dc7c12992be08d1d	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	
752bef6ed22f1f04424b16de6c09f028	Bacteria	Acidobacteria	Subgroup 6				
753b54d1b1693e0ff058d5ab50f48b43	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
753e380e66aacdd25048096c99959dea	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
754fc30b8e499a54289d98e072e09a29	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
7550774279f7240ced9abe0c425ee362	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	
7552fc827d1687340d99165aee0b2100	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	
7555a9904b21a93283bb9b93b0d5e276	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
75566f6c157f86e06ff93fb99d22faea	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae		
75583dea12ceef54a07eea9c3f7679f4	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	
75636082134237446315778e51295c59	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
7569d8af65b3509f1c1a51457ac89c38	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae		
756bf160a0aec2f94a632a8cb7f02bf6	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Bryobacter	uncultured bacterium
756c9623e4ede9a1c862fb8cb5153765	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Modestobacter	
756f5021dbb093ab93ca51f6db2a7c08	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira	
7583f6dd95991420269708d20dc8dd5f	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
75845679f406769b43380ba980c9a407	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	
7586ac019ee349ccc55c980380d390d0	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Cryptanaerobacter	
7586fcdb20a9aba9860e6ae3be30764c	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	metagenome	metagenome
758f9ee2630fd157179c7cf973671865	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Terrisporobacter	uncultured bacterium
7594e74494510da4b7180c07e0ce7759	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
759d58f3ca8d2eead068f3c66cde9495	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
75ab83b6b8b6488edb75559f3179ac59	Bacteria	Actinobacteria					
75ac3eaf0d2393d63feb3995b8615209	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
75b0ff71e9aaaffca9846160465aadbc	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Ambiguous_taxa
75b4ae149c9fc2ac235aebda2b72bf49	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
75b8eb83ef093ab9e0667a451fa10c34	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Variovorax	
75bcdd7b83889eec6655d4a9133ada59	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
75ca6e2311d3827d505dc3b55c1dc22c	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
75cf14c60a40cbbf2e81f923dddac57a	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae		
75d4d12759745766e94529771d917c77	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	uncultured bacterium
75d5c5f277a041161c334044b27d9f55	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
75eb051a539e41d741979e6e55653a10	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
75fbee90e4cc9f54411d16187aea2bc8	Bacteria	Actinobacteria					
75fedff98c15142c6b2a6bbf511dd8c9	Bacteria	Acidobacteria	Subgroup 6	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
7602a2392fd83bc962c46cf006133bcd	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
760ad4a6e56032817d593b4663fe9e6f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
760c8d72847fef19b078c5e769d8b1d0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
760d5e527953da6aefcf0d78b15fe564	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB OF53-F07	
761dae288e3d50df8001b84f3c123a1f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured bacterium	uncultured bacterium
7621ed3521bea1f4a4ff08f01f7e8683	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
7628ffc8db46e6988ba6d0b2e9847812	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	uncultured	uncultured bacterium
762a6b2875a24005001c9fb5180be300	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae		
762bc10a5d8721f17ebc42d260be8c44	Bacteria	Chloroflexi	KD4-96				
762f1be64e1d5322b0e173b0ddc2b75c	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	Ambiguous_taxa
763367ae2ae3f9c8381e892860e680af	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02	uncultured bacterium
76455aefd3218ad114e5c4fdc6dd9a72	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	
76501ba65822c2fe59595e8f753a1657	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium
765b10e857a54d3db58993ac588bb283	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
766223154944e4659f82d761c0195b64	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Luedemannella	uncultured bacterium
766399d3479916f1e97f69c3d9f03458	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
766b9818cecfc69c3c7b65e7f94b51a5	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus	
766c453fe6d51fdd82efd56196c1ef92	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
766ee8d2814a9f2337f14cbe84d67116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	uncultured bacterium
76714182a7886a7d4b883db89665eeb7	Bacteria	Patescibacteria	Kazania	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
768a8799c579bab74d17fd975a1dd3b0	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
768cfff27ebe7782cb25a3e0cd01243a	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
7698c529fd3048bf6c1bbf970429ffd8	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	24-Nov	uncultured bacterium	uncultured bacterium	uncultured bacterium
76a61635fdd73c631507ba7a989e819f	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae		
76a92f003184067e8b4b4beb62570ea2	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae		
76acebb9dbd71419b0bb710a7abcff78	Unassigned						
76adf5502700cb24f1dcbac6b6242e0a	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
76af5736e5c5a76b40e5b63bab4f2152	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	
76b3139dedab1bb0ac748852bd0995a2	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
76bb9d4b2339dbbae887a44b2bf282eb	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
76c0095f616f270b166b823c5f284fe7	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	
76c2c5c0ce96aab69ae726321f8e10d8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 1	
76cb208de8680b3c632569e851ad1e4a	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
76cfcff7e80b87b37eb3a25b4c11dd2d	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Curtobacterium	
76d4f191e7044e108b924563caa8321f	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	uncultured bacterium	uncultured bacterium
76d5aa9ad7f37006a5bb27ec98d9bac6	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
76d94fbbf245befab47353450d0caca2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
76db5e412543dfbb6fe28573d03cf782	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
76ea98817617264eafc1db6117c88cbf	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured bacterium
76f29dd3850921ce3a8c79a2469e735f	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
76f545ae3565b75476d6a40d7f61fd3e	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	
76fc48ab4a379ffc941f43ba54efa284	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
77033d594f29fd5749d517686414b6ee	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured		
770492e622b0cf8b31f5f6efa86e40ee	Bacteria	Chloroflexi	KD4-96	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
770599be87f999ca60866d8988d18ee7	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	
7707060873129d1ec4a8f65afc7107d0	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
771262ee6b6db4dd80e5016b51c14b38	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae		
77250d5e3ab616382d4da6dc9134779f	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	
7728e04a2dda9374e39d6cdf559397f5	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
772e2c625e510fbe35ce3aaca91dc085	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	uncultured bacterium
773ba6cc181a73d28d5fdb2d0711b88a	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
773c3da0325a46f6b16f961e0bc9af7f	Bacteria	Actinobacteria	Acidimicrobiia	uncultured			
77486d9b02c57d203349fe02f0694495	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	
7755b09edae6f970c8166e9194b11d40	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes	Ambiguous_taxa
775e3569a9d42edc6088f99cafa4c5dc	Bacteria	Actinobacteria					
7761445515e1a49394349c5a2b93ed69	Bacteria	Actinobacteria	Actinobacteria				
776686a0ea8f64b0fca839ac07e5572b	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
