OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
3d3357f815b2f4c951b25c9bdc6fa168	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3d337441320f45d5d6b56f96b1d0e255	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	uncultured bacterium	uncultured bacterium	uncultured bacterium
3d34f06961c3e8b793f733c961274b9c	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	uncultured	uncultured bacterium
3d3a1b700e4c12418a692b71b3e0995c	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
3d54958655f9a97a4db492c6acab1050	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	uncultured	
3d5fc4af3b082703a00a7b6dafa08fd7	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Ambiguous_taxa
3d6694b5eca20ac2f27573fd7a3065d3	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
3d82a18c10468d550772b8fd1fb3ce68	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3d8979cd795d5fbbdb4be10c59689b6d	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
3d91eef745283fbf7c7cfed9133dfc89	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	
3d9984b48324d54d5f116ce604f244bf	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
3d9ae7cac53c43f7c82ac295ab42e2f8	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	uncultured bacterium
3db60046e4179c08c83e4d0a30584385	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	
3dbf2bd1d9e94c1640855b1a79790337	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	
3dc7045fce6424c7d096ad27a261620e	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
3dcf5a0328f6a2bee53451ed4b726ac7	Bacteria	Acidobacteria	Holophagae	Subgroup 7	uncultured bacterium	uncultured bacterium	uncultured bacterium
3dd901e51cabe51b378436093c9bb68f	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
3ddba48edf0ffdf9eb3517d0fde1b762	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium	
3de1510c3f3c4b50aac5ca3786b7c221	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	metagenome
3de1d1ed0e3216c49d497cfdbcc9da0a	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3de3677db9bcc9013f2ca7b1e5c2a81a	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
3de37122592cbe916899728efaa43353	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
3deab363476dfc758c97d64a341bd728	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
3df11d89b4fd9ad02f7ad1d3173d4c5d	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
3e076ef02848e0d75239f025d9887b21	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group	uncultured bacterium
3e097ef8cfcc36884941f8cbbf81ac0e	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
3e16031c481aa0a329e18f5d59002abc	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
3e165d882a94532e22ca3e56973228ed	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured bacterium
3e1c556dc72b1524aac479c9cf8e7b30	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
3e1cf672af4b8343e772395f27004e35	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured bacterium	uncultured bacterium
3e296b852f9f413fe07ffed4bc8c89e6	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
3e2bb90a34f356c03f1b3c73a054e27e	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Fastidiosipila	uncultured bacterium
3e31bb2ade68e9d3f1cc708c625329fe	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
3e356f59e8baee871802ee5d825e9f0d	Bacteria	Chloroflexi	TK10	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3e3eac5036eaa910993f4dee07ede095	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	uncultured bacterium
3e41f43e4efb650e768cd26dadad04db	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
3e434dc2f495f8bed3f1c179be57130a	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured bacterium
3e43726129b886d334fd9969d7fd1af2	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
3e4525fc4b385484470e5ec8e5cea132	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
3e4579331d1e6262f83b6ed853d17093	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
3e52d1dbf18a5d6cdfcc41a0dc8196ea	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium
3e54228b5a81dfe9d686ce4c5b46f6f2	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	24-Nov			
3e5bc5f63c4e6861a85325a3dfbed608	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
3e608efa16a4b7fb19750d7ee123d60b	Bacteria	Chloroflexi	Dehalococcoidia	S085	uncultured bacterium	uncultured bacterium	uncultured bacterium
3e62352f1678b194458f83f8bb84c7ae	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus	
3e6f8357091a3994b40da69db99c7601	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	uncultured	
3e7c6fda56df973ec3ffc9c8cbd4f0d6	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
3e8fcc1923955d81fdb4d36275f6a477	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3e940a4187738ee03bd77f590e60cec0	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	uncultured	uncultured bacterium
3e97fa1ee0de4dbb4613cfae799db6b6	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41		
3e9ac2bbaedd3ada9d75981ad822fce4	Bacteria	Actinobacteria	MB-A2-108				
3e9c100c0dca95afe2bc19e8f43c21a0	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
3ea0f35d91367145e754050597f3931c	Bacteria	Proteobacteria	Alphaproteobacteria				
3ea421f2a88cb748f6623c9da16aacf9	Bacteria	Actinobacteria					
3eac18a817d00d37fe48aea039a73444	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
3eaec9963477d14c0f8b6c4ea4affddf	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
3ebdab9a1e9cf47202db83d18e7cb713	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	
3ec3bcaa590c1606a711804f6f8a72a1	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	uncultured bacterium	uncultured bacterium
3ed14e1bef7dc33485a3f88a4f80d951	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	uncultured bacterium
3ed2a8db01b549d775a103ae444e7225	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	uncultured	uncultured bacterium	uncultured bacterium
3ee3a52478df2b37479df4fad99306b5	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
3ee63d42f59af385ae129116c1c6b9f2	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
3ef25e7e4c938678b1c3fb484dcd8c5d	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
3f0272890dc063ce33d8785f90a88d9d	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
3f06eef14b150a6eec00bdaa8791e0ae	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
3f18ca1f4f4ae75cb299e2a9932da27a	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
3f21a42f9a12db5fad4c2f25cc4d42ca	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae		
3f29f9edd560d13123d2a21e4a064918	Bacteria	Acidobacteria	Subgroup 6	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3f2fa4dd0eb9f2f3bc3fef0ce537d2a1	Bacteria	Actinobacteria	Actinobacteria	Kineosporiales	Kineosporiaceae		
3f35c48327b4fee37b1dafbaa5da0966	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
3f437de3fbfd4b313b355ea2d2a6566e	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
3f4439e714e4e7911352919e72ea5c84	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured bacterium	uncultured bacterium	uncultured bacterium
3f45b5fa9341251fbbb24ec90f424c11	Bacteria	Firmicutes	Limnochordia	Limnochordales	uncultured	uncultured bacterium	uncultured bacterium
3f4c07ccdac7f5718a4bc93acdcebb59	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
3f6103d52e095ae530f7417ebe8d813c	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc PCC-73102	
3f7a1a3f8c08721cae71a5fb6ab2a824	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	
3f8016f6e90f60a463e24449699723fd	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	uncultured bacterium
3f88a57ed7fb0ab5001d206c0b2cc1a0	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	uncultured bacterium	uncultured bacterium	uncultured bacterium
3fa8fce8d557fbeef890416002184816	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
3fc1cba6273c565683b72b74253651fc	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	uncultured	
3fc48f3d3c1afe21f2c97df425fb1bba	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	
3fd26332a1e1fdf1ac89efabb8053ba8	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3fe5497cdfb2523e1a7d4b7b49c503bf	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	
3fecb50c506d8b1dd48172b88c60db07	Bacteria	Actinobacteria	MB-A2-108	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3fefbf2c3943d13efe9208924c048552	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
3ff17dcf990fcaaae3a49ee7f6bcdb32	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	uncultured bacterium
3ff41ebb1e786007ee778534d996f2e0	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
3ffafe98e700324a8b1992d0ced82e8e	Bacteria	Chloroflexi	Gitt-GS-136	uncultured bacterium	uncultured bacterium	uncultured bacterium	uncultured bacterium
3ffbb2f1c672c2c6ab7012bd52e2b958	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera	uncultured bacterium
4003dcb4b3d35f343e70d57561a38ac8	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae		
4007263053dbe2dd1153e48d9948c784	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
4022c2c833ce2f8c502a2f2be5357c74	Bacteria	Chloroflexi	Dehalococcoidia	S085	uncultured bacterium	uncultured bacterium	uncultured bacterium
